first_name,last_name,title,from_date,emp_no
Yishay,Muhlberg,Senior Engineer,1999-09-12,471036
Arumugam,Marrakchi,Senior Engineer,1998-09-11,471038
Satoru,Menhoudj,Staff,1998-07-13,471039
Sadok,Karunanithi,Senior Staff,1994-11-04,471047
Mingdong,Sluis,Senior Engineer,2001-03-22,471050
Rildo,Hasham,Senior Staff,1998-06-28,471063
Anoosh,Perl,Senior Engineer,1995-09-18,471064
Herbert,Stafford,Senior Staff,1995-11-27,471065
Vugranam,Bresenham,Senior Engineer,1987-12-14,471073
Kasturi,Swiss,Senior Staff,1997-06-17,471079
Jeane,Morton,Staff,1997-04-07,471080
Ingmar,Merli,Senior Engineer,1986-10-09,471096
Zissis,Bouloucos,Engineer,1998-03-09,471103
Akeno,Muhlberg,Senior Engineer,1987-09-09,471107
Shakhar,Falck,Technique Leader,1991-12-21,471124
Subhankar,Wixon,Senior Staff,1993-04-29,471131
Arvind,Birch,Engineer,1999-02-13,471136
Kiyotoshi,Collavizza,Engineer,1999-12-15,471139
Noritoshi,Halloran,Senior Engineer,1993-04-16,471140
Murthy,Curless,Senior Staff,2000-04-17,471151
Dante,Willoner,Senior Engineer,1994-05-25,471153
Samphel,Kaiser,Senior Engineer,1992-08-11,471155
Venkatesan,Shimshoni,Senior Engineer,1996-09-19,471156
Shounak,Unni,Senior Engineer,1994-10-10,471160
Renee,Pouyioutas,Senior Staff,1995-04-01,471162
Bedrich,Kaiser,Senior Engineer,1988-07-24,471173
Gianluca,Mitchem,Senior Engineer,1988-09-27,471180
Remco,Trumbly,Technique Leader,1999-09-13,471183
Bouchung,Peck,Senior Engineer,1986-01-12,471198
Jianhao,Serot,Senior Engineer,1997-03-21,471203
Shigehito,Kalefeld,Senior Staff,1996-04-05,471233
Adas,Marletta,Senior Staff,1998-11-06,471239
Brigham,Kalorkoti,Senior Staff,1996-11-02,471244
Sivanarayana,Ferretti,Senior Staff,2002-01-29,471250
Mohua,Luck,Senior Engineer,1992-07-16,471255
Danae,Msuda,Senior Engineer,1996-01-31,471264
Domenico,Kushnir,Senior Staff,1994-10-10,471271
Sajjad,Munck,Technique Leader,1991-05-08,471276
Christoper,Ranon,Senior Engineer,1999-05-14,471293
Pragnesh,Cronau,Senior Staff,1992-07-10,471295
Zeljko,Ramras,Engineer,1998-07-18,471297
Jaana,Rassart,Senior Staff,1993-05-19,471300
Shrikanth,Barvinok,Senior Engineer,1991-05-02,471304
Aloys,Poupard,Senior Engineer,2001-08-20,471322
Ziva,Paciorek,Senior Engineer,1996-10-29,471327
Terresa,Bolotov,Senior Engineer,1986-05-14,471332
Florian,Diderrich,Senior Staff,1993-11-05,471336
Ayonca,Naumovich,Senior Staff,1999-10-14,471353
Gaurav,Gewali,Staff,1994-11-01,471361
Isamu,Sridhar,Senior Staff,1994-01-17,471363
Ravishankar,Reinhard,Senior Engineer,1993-02-27,471366
Youssef,Beeson,Senior Staff,1996-09-10,471375
Mohammed,Aamodt,Senior Engineer,1996-01-03,471383
Nirmal,Ratzlaff,Senior Engineer,1996-07-12,471385
Amalendu,Poupard,Senior Staff,1994-06-23,471388
Janche,Ghandeharizadeh,Senior Engineer,1999-02-14,471391
Rasikan,Eickenmeyer,Senior Staff,1994-09-16,471395
Monique,Itschner,Senior Staff,1999-12-17,471396
Jixiang,Panangaden,Senior Staff,1993-12-27,471400
Toshimo,Kopetz,Senior Staff,1995-08-05,471404
Chinhyun,Ishibashi,Senior Staff,1996-07-10,471418
Gully,Monarch,Senior Engineer,1995-07-20,471419
Teunis,Atchley,Staff,1998-09-18,471422
Freyja,Jiang,Senior Staff,1999-06-15,471424
Shen,Asmuth,Senior Engineer,1989-11-01,471425
Leszek,Vrecion,Senior Staff,1994-05-14,471432
Takanari,Khamsi,Senior Engineer,1992-02-24,471433
Christoper,Impagliazzo,Engineer,1998-01-05,471437
Theirry,Czaja,Staff,1999-08-07,471439
Xinan,Welham,Senior Staff,1994-08-03,471444
Duangkaew,Zaccaria,Senior Engineer,1992-10-11,471445
Jovan,Brickell,Senior Staff,2000-12-03,471461
Nimmagadda,Gien,Senior Engineer,1999-01-07,471467
Youjian,Halloran,Senior Engineer,1993-11-11,471472
Sivanarayana,Speel,Engineer,1986-06-14,471482
Janalee,Ozeki,Staff,1998-09-05,471483
Khatoun,Kornyak,Engineer,1988-03-17,471494
Amalendu,Debuse,Staff,1991-08-28,471505
Arnd,Siochi,Senior Staff,1999-06-17,471517
Martien,Vesna,Senior Engineer,1991-06-04,471521
Munir,Aloia,Senior Staff,2002-05-10,471529
Odoardo,Baca,Senior Engineer,1988-01-11,471540
Kwangyoen,Guting,Technique Leader,1999-12-20,471545
Cedric,Picht,Senior Staff,1986-07-05,471546
Alejandro,Ramsak,Engineer,1995-03-10,471549
Sadegh,Fujisaki,Senior Staff,1986-08-22,471550
Xiaoheng,Maccarone,Senior Engineer,1997-03-26,471577
Volkmar,Ranon,Engineer,1996-10-16,471584
Jiong,Vuskovic,Senior Staff,1997-01-04,471589
Yoshinari,Melichar,Staff,1997-03-21,471603
Masadi,Kropp,Senior Engineer,1993-09-08,471606
Baziley,Rothenberg,Senior Staff,1997-12-24,471622
Mingsen,Ibel,Senior Staff,1985-07-31,471631
Kyoichi,Jervis,Senior Staff,1990-08-30,471633
Jaihie,Butner,Engineer,1999-12-22,471637
Leandro,Unni,Senior Engineer,1987-10-31,471646
Zhiwei,Puppe,Senior Staff,2000-10-20,471647
Janche,Tyugu,Engineer,1994-08-04,471653
Breannda,Bharadwaj,Assistant Engineer,1996-08-05,471664
Babette,Kenevan,Senior Engineer,1986-11-17,471666
Babette,Koshiba,Senior Engineer,1985-02-07,471678
Suzette,Bazelow,Senior Staff,1997-02-26,471679
Christ,Yetto,Senior Staff,2001-11-29,471683
Taizo,Avouris,Engineer,1995-02-09,471687
Ramachenga,Serra,Senior Engineer,2001-05-19,471707
Nagui,Candan,Senior Engineer,1988-01-26,471708
Soenke,Junot,Senior Staff,1988-06-27,471710
Pasqua,Schusler,Senior Staff,1996-10-26,471715
Yuichiro,Billingsley,Technique Leader,1992-11-07,471716
Basant,Gerteisen,Senior Staff,1988-06-05,471719
Xiadong,Hashii,Engineer,1999-10-10,471726
Tadahiko,Heystek,Senior Engineer,1995-07-05,471728
Bilhanan,Munos,Senior Engineer,1994-06-29,471745
Tadahiro,Krider,Senior Staff,1986-09-26,471747
Mayumi,Picel,Senior Engineer,1998-07-13,471748
Arlette,Pero,Senior Engineer,1995-07-31,471753
Atreyi,Huhdanpaa,Senior Staff,1991-12-25,471758
Gao,Schaaf,Senior Engineer,1997-02-18,471764
Richara,Murtha,Engineer,1988-11-09,471765
Tadanori,Miake,Senior Engineer,1998-10-01,471766
Rutger,Cannard,Engineer,1999-01-25,471768
Conrado,Demri,Senior Engineer,1992-12-30,471773
Alexius,Strehl,Senior Engineer,1990-10-10,471782
Charmane,Asrin,Senior Staff,1987-02-09,471790
Tsutomu,Etalle,Assistant Engineer,1986-10-07,471792
Khun,Shanbhogue,Senior Staff,1993-02-08,471796
Heather,Flanders,Senior Staff,1991-10-10,471799
Guttorm,Diderrich,Senior Staff,1994-08-12,471800
Moty,Paciorek,Staff,1998-08-26,471809
Saeed,Keustermans,Engineer,1996-09-16,471814
Adas,Sidje,Senior Engineer,1996-01-18,471815
Tuval,Merlo,Senior Engineer,2001-01-18,471833
Christoph,Honiden,Senior Staff,1991-07-10,471839
Katsuo,Maccarone,Senior Staff,1992-03-20,471847
Jaihie,Benner,Senior Engineer,1995-05-31,471849
Sadegh,Srimani,Engineer,1988-03-10,471857
Chinya,Ruther,Senior Staff,1986-11-06,471858
Morris,Orlowski,Senior Engineer,1995-09-04,471861
Zhensheng,Katalagarianos,Senior Engineer,1997-07-18,471867
Tze,Seiwald,Senior Staff,1993-11-09,471870
Chiradeep,Velasco,Senior Engineer,1992-04-07,471882
Volkmar,Renear,Senior Engineer,1999-12-12,471887
Eran,Molberg,Senior Staff,1999-11-22,471899
Youssef,Brender,Senior Staff,1995-07-07,471904
Claude,Mikschl,Senior Engineer,1993-02-26,471921
Kristen,Bale,Engineer,1999-12-24,471929
Heekeun,Hardjono,Senior Engineer,2002-06-23,471942
Alselm,Pleszkun,Senior Engineer,1989-05-28,471943
Debaprosad,Perng,Senior Staff,1993-04-04,471948
Junichi,Cooley,Senior Engineer,1996-07-14,471960
Joydip,Bach,Senior Staff,1998-12-03,471962
Janche,Leaver,Senior Staff,1994-03-12,471964
Lalit,Demos,Senior Staff,2001-06-29,471970
Otilia,Zschoche,Senior Engineer,1985-08-11,471975
Torsten,Henseler,Senior Engineer,1995-10-02,471976
Xiaoqiu,Huhdanpaa,Senior Engineer,1998-12-16,471981
Mana,Ushiama,Staff,1996-07-01,471985
Mads,Ranst,Assistant Engineer,1999-10-30,471986
Tomokazu,Kadhim,Senior Engineer,1985-11-29,471989
Janche,Farrag,Senior Engineer,2002-05-21,471991
Uwe,Mukaidono,Staff,1995-01-22,471997
Fen,Salvesen,Senior Engineer,1997-02-08,472008
Kotesh,Basart,Senior Staff,1989-05-03,472009
Evgueni,Kavraki,Senior Engineer,1987-10-22,472012
Phule,Douceur,Senior Staff,1988-04-26,472013
Leszek,Litzler,Senior Engineer,1998-01-11,472020
Marsha,Wielonsky,Senior Staff,1987-06-25,472021
Somnath,Bennis,Senior Engineer,1992-10-25,472022
Ronghao,Savasere,Senior Engineer,1985-08-05,472026
Samphel,Lagarias,Engineer,1988-05-20,472035
Garnet,Thombley,Senior Engineer,1993-04-29,472038
Florian,Beutelspacher,Staff,1999-04-02,472047
LiMin,Molenaar,Technique Leader,1986-02-22,472056
Lijie,Leivant,Staff,1993-12-19,472057
Temple,Litecky,Senior Engineer,1985-03-16,472064
Hugo,Schurmann,Senior Engineer,1999-03-25,472066
Lubomir,Ernst,Senior Engineer,1997-06-30,472096
Gil,Redmiles,Senior Staff,1994-02-16,472102
Yechiam,Yoshizawa,Senior Engineer,1996-10-02,472108
Jaroslava,Azevdeo,Senior Engineer,1985-04-05,472116
Jenwei,Serra,Senior Engineer,1995-12-08,472121
Leucio,Biran,Senior Engineer,1986-01-26,472130
Nathan,Boreale,Senior Engineer,1987-03-21,472133
Tadanori,dAstous,Technique Leader,1987-02-10,472136
Sverrir,Luck,Senior Engineer,1999-12-22,472149
Vasilii,Ashish,Engineer,1994-11-24,472159
Janalee,Dengi,Senior Engineer,1994-08-18,472172
Dung,Janetzko,Senior Staff,1992-03-21,472186
Stabislas,Jiang,Senior Engineer,1992-03-14,472188
Padma,Wrigley,Senior Staff,1991-09-09,472192
Bokyung,Zultner,Staff,1998-09-13,472194
Deborah,Brendel,Senior Staff,1985-03-15,472203
Kasturi,Thambidurai,Senior Engineer,1993-06-17,472209
Takahiro,Naumovich,Senior Engineer,1993-02-03,472221
Hidde,Birke,Senior Staff,1994-03-02,472223
Kensyu,Lunt,Senior Staff,1991-07-10,472234
Roded,Maierhofer,Senior Engineer,1988-11-03,472250
Marlo,Krohn,Senior Staff,1998-10-21,472255
Satoru,Lemarechal,Senior Staff,1996-04-20,472268
Takahira,Chachaty,Senior Engineer,1995-08-30,472282
Sastry,Molberg,Staff,1997-07-11,472295
Kiam,Schmiedel,Senior Staff,1998-10-08,472303
Rance,Burnard,Senior Engineer,1987-10-29,472307
Arunas,Chimia,Senior Staff,1996-06-28,472309
Sashi,Dulin,Senior Staff,2000-05-14,472310
Sanjay,Katalagarianos,Assistant Engineer,1999-05-30,472322
Roselyn,Frolund,Senior Engineer,1997-08-10,472331
Zeljko,Jansen,Senior Staff,1994-10-05,472335
Gaurav,Jonsson,Senior Engineer,1992-08-07,472340
Zeljko,Ouhyoung,Senior Staff,1994-07-23,472349
Aral,Rattan,Technique Leader,1986-07-20,472366
Barton,Oxenboll,Engineer,1988-10-06,472367
Ranan,Weedon,Senior Staff,1993-01-15,472375
Yucel,Maraist,Senior Engineer,1993-09-05,472381
Mohammed,Simmel,Senior Staff,1985-03-25,472391
Uzi,Masada,Senior Staff,1988-03-23,472392
Heping,Falck,Engineer,1997-11-28,472399
Susanna,Rande,Senior Engineer,1996-06-18,472402
Leah,Woycyznski,Senior Staff,1993-09-14,472403
Tianruo,Veldwijk,Senior Engineer,1997-09-25,472411
Zine,Eiter,Senior Engineer,1988-04-01,472412
Claude,Itzfeldt,Senior Staff,2000-09-21,472423
Baocai,Markovitch,Senior Staff,1999-06-03,472426
Gully,Cyre,Senior Staff,1987-11-14,472429
Emdad,Peternell,Senior Engineer,2001-07-23,472459
Tetsushi,Farrar,Senior Engineer,1997-09-07,472485
Fei,Parfitt,Senior Staff,1995-08-30,472489
Satosi,Marakhovsky,Senior Engineer,1995-12-19,472496
Nobuyoshi,Riefers,Senior Staff,1997-06-07,472504
Jaroslava,Bolotov,Senior Engineer,1997-01-30,472509
Mayuri,Edelhoff,Senior Staff,1986-04-10,472512
Sanjoy,Birta,Senior Staff,1991-06-23,472513
Mong,Swift,Senior Engineer,1995-10-27,472518
Qunsheng,Henders,Engineer,1997-01-27,472565
Mingdong,Stassinopoulos,Technique Leader,1986-06-05,472574
Mary,Rosti,Senior Engineer,1988-04-14,472588
Yuuichi,Zyda,Engineer,1989-09-19,472590
Eckart,Bondorf,Senior Staff,1993-04-26,472591
Changho,Hofstetter,Senior Staff,1998-04-06,472596
Vugranam,Garrabrants,Engineer,1985-07-24,472597
Xuejun,Levasseur,Senior Engineer,1995-07-25,472598
Susanne,Malinowski,Senior Staff,1985-09-06,472611
Anyuan,Lanteri,Staff,1998-05-10,472612
Kensei,Bage,Senior Staff,1988-12-15,472622
Rosalyn,Picaronny,Senior Staff,1992-12-06,472633
Jixiang,Tagansky,Senior Engineer,1994-06-11,472635
Khun,Kobara,Senior Staff,1991-01-11,472640
Toney,Gecseg,Senior Engineer,1992-08-21,472644
Yuping,Hebden,Senior Staff,1995-08-25,472646
Theirry,Ratnakar,Senior Staff,2000-01-21,472650
Ingemar,Shumilov,Senior Staff,1986-09-06,472657
Rajmohan,Lueh,Senior Engineer,1996-05-31,472665
Mitsuyuki,Gruenwald,Senior Staff,1992-12-04,472678
Suvo,Ratzlaff,Assistant Engineer,1992-06-19,472680
Richara,Kilgore,Senior Engineer,1994-04-01,472681
Prasadram,Oxman,Senior Engineer,1994-03-13,472686
IEEE,Danecki,Senior Staff,1999-03-03,472692
Jiann,Isaac,Technique Leader,1987-08-08,472701
Chaoyi,Gimarc,Senior Engineer,1989-02-08,472705
Kerryn,Morrin,Senior Staff,1997-05-11,472706
Kokou,Streit,Senior Staff,1993-07-10,472708
Anestis,Majewski,Senior Staff,1997-09-23,472709
Arunas,Lammel,Staff,1999-11-12,472719
Gal,Sudbeck,Senior Engineer,2002-05-18,472720
Arvind,Kowalchuk,Senior Staff,1985-07-04,472723
Zejun,Miyakawa,Senior Engineer,1990-09-12,472735
Franziska,Silva,Senior Engineer,1994-12-19,472736
Mong,Demian,Staff,1998-05-07,472740
Lunjin,Zweizig,Senior Engineer,1991-03-06,472743
Malu,Denny,Senior Staff,1990-12-24,472748
Boalin,Emden,Senior Engineer,1991-08-04,472764
Huan,Hasham,Senior Engineer,1996-08-14,472781
Teiji,Knightly,Senior Staff,1997-08-15,472795
Basim,Terkki,Staff,1985-05-23,472796
Behnaam,Griswold,Senior Engineer,1994-09-03,472797
Duangkaew,Landherr,Senior Engineer,1991-02-11,472808
Baziley,Highland,Senior Staff,1998-09-12,472829
Giordano,Lanphier,Senior Staff,2000-04-23,472834
Alassane,Rassart,Engineer,1994-09-09,472836
Xiaoqiang,Aseltine,Senior Engineer,1990-07-19,472857
Zito,Bondorf,Engineer,1998-11-23,472867
Gino,Kaltofen,Staff,1992-12-18,472887
Shahaf,Copas,Senior Engineer,1987-03-12,472900
Sanjit,Chepyzhov,Engineer,1996-05-24,472907
Weidon,Lorho,Senior Staff,1995-01-20,472914
Shuichi,Cronin,Senior Staff,1999-02-19,472920
Fusako,Prampolini,Senior Staff,1996-12-12,472925
Hsiangchu,Vandervoorde,Senior Staff,1993-04-17,472931
Naraig,Dalton,Senior Staff,1994-04-29,472939
Guiseppe,Brookman,Staff,1997-03-12,472957
Mingdong,Leslie,Staff,1999-12-04,472959
Shigeo,Beznosov,Senior Engineer,1986-07-27,472964
Yongqiao,Ramsak,Assistant Engineer,1987-05-11,472969
Hauke,Peot,Senior Staff,1996-12-26,472977
Vishu,Zschoche,Senior Staff,1995-02-18,472978
Nikolaos,Lally,Engineer,1998-01-03,472981
Achilleas,Molberg,Senior Staff,1992-02-07,472984
Khun,Lieblein,Senior Engineer,1994-05-11,472985
Kyoichi,Hitomi,Senior Staff,1991-10-13,472990
Muneo,Salinas,Engineer,1994-11-10,472997
Filipe,Ranst,Senior Staff,1994-02-18,473015
Akemi,Attimonelli,Engineer,1996-10-01,473021
Radhika,Furudate,Engineer,1999-01-31,473038
Arie,Lyonns,Senior Engineer,1992-08-09,473049
Shaowei,Chelton,Senior Engineer,2002-03-08,473076
Feiyu,Bernatsky,Technique Leader,1997-01-05,473078
Shooichi,Linnainmaa,Senior Staff,1995-05-18,473097
Falguni,Speer,Senior Engineer,1991-02-14,473100
Toshimitsu,Angelov,Senior Staff,1995-12-07,473113
Sadun,Bultermann,Senior Staff,1993-05-25,473116
Sushant,Hennings,Senior Engineer,1992-09-10,473121
Weijing,Dredge,Senior Engineer,2000-11-13,473128
Navid,Perz,Senior Engineer,1996-08-22,473134
Jiakeng,Rosti,Senior Engineer,1993-09-04,473140
Fuqing,Rosay,Staff,1999-03-11,473160
Masamitsu,Erde,Senior Staff,1999-04-22,473166
Mototsugu,Verhoeff,Senior Staff,1988-01-30,473178
Tse,Maginnis,Senior Staff,1986-03-02,473181
Patricio,Slutz,Senior Engineer,1996-08-28,473184
Jiann,Tagansky,Senior Engineer,1996-12-06,473186
Kerhong,Famili,Senior Engineer,1987-05-11,473200
Sadun,Benzmuller,Senior Engineer,1986-12-26,473202
Arunachalam,Masaki,Senior Engineer,1992-04-16,473204
Naraig,Mayerwieser,Staff,1987-09-15,473212
Miomir,Validov,Senior Staff,1999-12-22,473214
Keung,Ritzmann,Senior Staff,1990-04-02,473215
Arup,Crabtree,Senior Engineer,1999-10-22,473224
Jagoda,Baez,Staff,1998-01-07,473232
Harjit,Cannane,Technique Leader,1985-07-06,473241
JoAnna,Limongiello,Senior Staff,1998-02-21,473274
Leaf,Janetzko,Senior Engineer,2001-08-16,473275
Odysseas,Bednarek,Senior Engineer,1996-05-06,473287
Basil,Yoshizawa,Engineer,1996-04-17,473298
Marla,Warwick,Senior Staff,1996-12-12,473307
Hironobu,Ruemmler,Senior Staff,1993-05-21,473314
Supot,Ranai,Senior Engineer,1998-05-06,473317
Khalil,Underwood,Senior Engineer,1993-12-10,473318
Pantung,Lodder,Senior Staff,1997-02-01,473322
Rajmohan,Chaudhury,Senior Engineer,1996-04-04,473329
Naraig,Perfilyeva,Senior Staff,1993-12-09,473330
Maia,Hammerschmidt,Senior Engineer,1985-07-30,473350
Weidon,Auyong,Senior Engineer,1992-04-14,473357
Luisa,Eterovic,Staff,2000-01-21,473365
Takushi,Zwicker,Senior Engineer,1996-08-11,473370
Mrinalini,Zumaque,Technique Leader,1999-03-14,473377
Avishai,Callaway,Senior Engineer,1992-02-19,473379
Vojin,Ouhyoung,Engineer,1999-09-05,473398
Piyush,Leaver,Senior Staff,1988-08-14,473411
Koldo,Janetzko,Senior Staff,1993-05-07,473445
Yonghoan,Masaki,Senior Staff,1993-07-30,473454
Shawna,Fabrizio,Senior Staff,1996-01-22,473455
Zhiguo,Peyn,Staff,1987-11-14,473457
Subhrajyoti,Bhattacharjee,Senior Engineer,1993-08-12,473469
Stabislas,Basawa,Senior Staff,1991-01-06,473471
Dinkar,Moffat,Senior Engineer,1985-04-05,473475
Giap,Lindqvist,Engineer,1996-09-30,473477
Genta,Gulla,Staff,1991-10-21,473483
Doohun,Vuskovic,Engineer,1997-04-29,473492
Satyanarayana,Fontet,Senior Staff,1987-02-24,473502
Valeri,Kawashimo,Senior Engineer,1990-12-02,473514
Douadi,Sifakis,Staff,1999-02-01,473519
Malu,Katalagarianos,Senior Staff,1994-10-26,473521
Chenye,Schrift,Senior Staff,1995-12-10,473530
Miomir,Vesel,Senior Engineer,1994-06-21,473551
Subir,Ouhyoung,Senior Staff,1995-02-22,473560
Serge,Basagni,Senior Engineer,1994-05-21,473564
Zorica,Journel,Senior Staff,1992-12-07,473570
Bodo,Vesna,Senior Engineer,1995-11-26,473577
Srinidhi,Champarnaud,Senior Staff,1993-10-21,473579
Doowon,Ushiama,Technique Leader,1998-12-18,473585
Marla,Esteva,Senior Staff,1993-12-08,473593
Gennady,Rissanen,Senior Staff,1988-06-30,473599
Nectarios,Monarch,Senior Engineer,1994-05-07,473605
Goo,Doering,Engineer,1996-02-23,473619
Iara,Schapiro,Staff,1999-04-22,473622
Ortrun,Makrucki,Senior Staff,1994-06-10,473644
Richard,Lichtner,Senior Engineer,1992-12-13,473645
Eishiro,Antonisse,Senior Staff,2000-08-07,473659
Maya,Doering,Senior Engineer,1991-05-03,473669
Valeri,Auyong,Engineer,1994-09-10,473688
Zhanqiu,Junot,Engineer,1998-08-07,473690
Aluzio,Thambidurai,Engineer,1997-09-23,473693
Felicidad,Sudkamp,Staff,1997-07-18,473698
Richard,Angel,Senior Engineer,1991-04-03,473701
Steve,Baar,Senior Staff,1995-02-24,473703
Kwangho,Bultermann,Senior Staff,2000-11-29,473715
Noritoshi,Luff,Senior Engineer,1995-05-07,473718
Bader,Mattern,Senior Staff,1990-07-27,473719
Yaghout,Gladwell,Senior Staff,1995-11-10,473740
Miomir,Chepyzhov,Engineer,1996-07-03,473741
Xuejia,Bamford,Senior Staff,1993-10-25,473757
Alejandra,Shobatake,Engineer,1985-07-07,473759
Khatoun,Underwood,Senior Engineer,1987-05-08,473762
Aemilian,Demir,Senior Staff,2001-06-02,473776
Qingxiang,Verspoor,Senior Engineer,1988-02-23,473779
Steve,Marchegay,Senior Staff,1999-12-03,473783
Navin,Maccarone,Engineer,1996-11-27,473795
Herb,Lakshmanan,Staff,1995-11-01,473800
Rosine,Manderick,Senior Engineer,1994-09-12,473801
Gopalakrishnan,Baba,Senior Engineer,1992-03-25,473804
Shunichi,Hoogerwoord,Senior Engineer,1988-09-11,473805
Suebskul,Janocha,Senior Staff,1994-07-03,473806
Mitsuyuki,Wissmann,Senior Staff,1994-05-27,473808
Khue,Levergood,Senior Staff,2002-05-28,473812
Gina,Chaudhury,Senior Engineer,1992-02-26,473822
Renny,Luke,Senior Engineer,1995-05-11,473825
Kwangjo,Parhami,Staff,1986-09-15,473832
Kish,Zobel,Senior Staff,1992-10-24,473834
Moriyoshi,McClure,Staff,1987-01-07,473841
Munehiko,Lung,Technique Leader,1994-01-14,473845
Magdalena,Butner,Senior Engineer,1996-02-20,473848
Hidde,Baek,Staff,1992-09-29,473856
Vesna,Tetzlaff,Technique Leader,1988-01-02,473857
Janalee,Facello,Engineer,1987-01-23,473885
Seongbae,Rattan,Engineer,1998-03-17,473897
Yucai,Badache,Staff,1995-06-21,473899
Stella,Sichman,Senior Staff,1996-01-16,473903
Bokyung,Staelin,Staff,1994-02-27,473910
Kwangyoen,Coorg,Technique Leader,1987-10-29,473911
Sanjay,Munro,Senior Engineer,1993-04-03,473913
Leaf,Uludag,Senior Staff,1992-03-30,473916
Arumugam,Vecchio,Engineer,1999-07-02,473917
Achilleas,Scallan,Senior Engineer,1994-07-04,473919
Pragnesh,Kamber,Senior Staff,2001-11-24,473921
Remzi,Hemaspaandra,Senior Engineer,1995-10-13,473923
Kazuhiko,Rahier,Engineer,1995-09-25,473944
Van,Alencar,Senior Engineer,1988-11-10,473947
Janche,Heystek,Staff,1999-08-21,473953
Kristin,Bugrara,Senior Staff,1998-09-19,473954
Sanjeeva,Hempstead,Senior Staff,1993-07-09,473964
Nagui,Yoshizawa,Senior Engineer,1993-09-25,473975
Hironoby,Llado,Senior Engineer,1989-01-03,474022
Mitchel,Glowinski,Senior Staff,1991-12-31,474033
Mototsugu,Fasbender,Engineer,1994-03-13,474057
Seongbin,Wilfing,Senior Staff,1996-10-28,474063
Jeanne,Rathonyi,Senior Engineer,1985-10-06,474064
Nishit,Vigier,Senior Staff,2000-01-03,474073
Masoud,Pusterhofer,Senior Engineer,1999-08-09,474076
Florian,Peroz,Engineer,1997-02-03,474086
Hatsukazu,Rosaz,Engineer,1989-08-23,474115
Magy,Koblick,Engineer,1999-04-16,474124
Shridhar,Riexinger,Senior Engineer,1998-04-14,474131
Yagil,Cairo,Senior Engineer,1994-02-09,474138
Nathan,Emiris,Senior Staff,1999-03-12,474146
Jackson,Taneja,Senior Staff,1993-05-29,474154
Jongsuk,Heijenga,Senior Staff,1993-02-28,474158
Ulises,Bala,Senior Staff,1999-09-05,474168
Xiahua,Slaats,Senior Engineer,1992-07-08,474173
Shimshon,Azuma,Senior Engineer,1993-07-02,474176
Hinrich,Masand,Senior Staff,1985-12-28,474177
Padma,Garnick,Senior Staff,1994-03-17,474183
Phillip,Speckmann,Senior Engineer,1999-10-31,474193
Ult,Iisaka,Senior Engineer,2002-06-22,474194
Masako,Sabnani,Senior Staff,1995-10-06,474200
Charmane,Masand,Senior Staff,1997-01-21,474209
Vishwani,Munawer,Senior Engineer,1986-12-27,474220
Bojan,Heuser,Senior Engineer,1992-02-27,474221
Masamitsu,Jahnichen,Technique Leader,1996-06-26,474232
Huai,Stenning,Staff,1985-12-05,474239
Rosine,Munck,Senior Engineer,1998-01-05,474254
Willard,Pellegrinelli,Senior Engineer,1988-07-07,474260
Kazunori,Randt,Senior Engineer,1998-05-05,474276
Angel,Perry,Engineer,1994-06-20,474280
Fei,Zhiwei,Senior Staff,1994-05-07,474290
Udaiprakash,Kroft,Engineer,1987-10-31,474293
Marco,Hockney,Senior Staff,1987-05-22,474303
Kristinn,Gist,Staff,1987-01-16,474322
Jackson,Ariola,Senior Staff,1994-01-18,474324
Feixiong,Imataki,Technique Leader,1998-06-22,474344
Kannan,Zizka,Staff,1994-06-27,474353
Bezalel,Asrin,Senior Engineer,1992-12-24,474366
Susanna,Chelton,Staff,1996-09-17,474370
Jovan,Bage,Senior Engineer,2002-07-24,474376
Collette,Ohori,Engineer,2002-07-23,474386
Shooichi,Bach,Senior Staff,2002-04-14,474388
Sariel,Terlouw,Technique Leader,1985-07-06,474391
Jiakeng,Fritzsche,Senior Engineer,1995-02-08,474394
Herb,Ushiama,Senior Staff,1992-10-26,474400
Souichi,Potthoff,Senior Engineer,1999-12-04,474410
Lech,McAlpine,Senior Staff,1987-03-08,474421
Genta,Bauknecht,Engineer,2000-10-17,474439
Taizo,Fiutem,Senior Engineer,1996-04-10,474447
Zhenbing,Poujol,Senior Staff,2000-02-18,474453
Kazuhira,Lammel,Senior Staff,2002-03-17,474474
Shuji,Bisiani,Senior Engineer,1985-07-27,474480
Stafford,Koshiba,Senior Engineer,1992-12-29,474490
Zhiguo,Rosch,Staff,1995-07-25,474492
Percy,Schaft,Senior Engineer,1991-06-30,474505
Barton,Hambrick,Staff,1988-02-09,474516
Paloma,Kawashima,Senior Staff,1993-11-13,474519
Tsz,Delgrange,Senior Staff,1993-12-04,474527
Billie,Georg,Engineer,1999-12-05,474528
Elzbieta,Tasistro,Engineer,1994-07-28,474535
Duri,Hartvigsen,Staff,1994-10-29,474556
Paraskevi,Nyanchama,Senior Staff,2002-07-18,474569
Manohar,Plump,Senior Staff,1994-12-20,474577
Elvia,Grabner,Senior Staff,1994-10-31,474580
Masamitsu,Wrigley,Senior Staff,1993-03-04,474586
Douadi,Lieberherr,Senior Engineer,1994-10-22,474619
Cristinel,Farrel,Senior Staff,1993-01-09,474636
Giao,Bisiani,Technique Leader,1989-01-04,474640
