emp_no,first_name,last_name,title,to_date,from_date,hire_date
295255,Jacopo,Bellone,Technique Leader,9999-01-01,1988-03-13,1988-03-13
295262,Moon,Pews,Assistant Engineer,9999-01-01,1994-08-06,1994-08-06
295268,Eben,Calkin,Senior Staff,9999-01-01,2001-12-19,1993-01-09
295278,Val,Barvinok,Senior Engineer,9999-01-01,2000-01-02,1990-01-02
295411,Chiranjit,Serot,Staff,9999-01-01,1997-04-04,1997-04-04
295857,Kankanahalli,Ciolek,Senior Staff,9999-01-01,1998-12-26,1989-12-26
296062,Shaz,Driscoll,Staff,9999-01-01,1998-10-03,1992-04-02
296303,Mariangiola,Heyers,Technique Leader,9999-01-01,1992-08-04,1986-06-14
296428,Charmane,Simmen,Senior Staff,9999-01-01,1997-03-07,1989-03-07
296664,Dipayan,Geffroy,Senior Engineer,9999-01-01,1987-09-17,1987-09-17
296687,Palash,Spieker,Senior Staff,9999-01-01,1996-05-10,1991-02-27
296718,Kamakshi,Bahl,Senior Engineer,9999-01-01,1987-12-22,1987-12-22
297232,Lokesh,Saoudi,Senior Staff,9999-01-01,1999-05-25,1987-07-28
297431,Cathie,Ratnakar,Senior Staff,9999-01-01,1996-06-23,1993-03-22
297474,Irena,Terkki,Staff,9999-01-01,1998-03-11,1991-12-21
297905,Marc,Bahl,Assistant Engineer,9999-01-01,1997-06-18,1991-07-04
297954,Sailaja,Fujisaki,Assistant Engineer,9999-01-01,1995-07-24,1995-07-24
298339,King,Benzmuller,Senior Engineer,9999-01-01,1995-09-04,1986-05-21
298577,Florina,Litecky,Senior Staff,9999-01-01,1994-12-02,1985-12-02
298953,Zita,Syang,Staff,9999-01-01,1998-12-29,1995-06-16
299346,Fumitake,Sichman,Senior Staff,9999-01-01,1991-02-21,1991-02-21
299580,Luisa,Itzfeldt,Engineer,9999-01-01,1997-01-23,1990-04-03
299718,Denny,Shobatake,Senior Staff,9999-01-01,2002-06-22,1990-06-10
299737,Patricio,Itzfeldt,Senior Staff,9999-01-01,1994-05-21,1985-05-21
400046,Hilari,Christ,Senior Staff,9999-01-01,1991-01-19,1991-01-19
400358,Angus,Jullig,Senior Engineer,9999-01-01,1997-04-13,1989-04-13
400683,Kamakshi,Manders,Staff,9999-01-01,1995-08-05,1987-03-29
400780,Poornachandra,Asser,Engineer,9999-01-01,1993-11-07,1985-07-08
400796,Bodo,Halevi,Engineer,9999-01-01,1996-05-30,1993-11-20
401154,Danae,Kragelund,Senior Staff,9999-01-01,1993-05-19,1987-05-20
401278,Oguz,Schurmann,Engineer,9999-01-01,1995-11-11,1986-11-11
401333,Martins,Shokrollahi,Senior Engineer,9999-01-01,1991-11-04,1986-11-04
401420,Florian,Uhrig,Senior Staff,9999-01-01,1987-01-31,1987-01-31
401574,Yannik,Falco,Technique Leader,9999-01-01,1988-01-15,1988-01-15
402025,Shigehito,Duclos,Senior Engineer,9999-01-01,1992-09-19,1987-09-20
402102,Kersti,Granlund,Engineer,9999-01-01,1995-03-19,1992-11-24
402664,Subhada,Janetzko,Senior Engineer,9999-01-01,1987-01-25,1987-01-25
402718,Jeanna,Rettelbach,Senior Engineer,9999-01-01,1996-02-14,1987-10-21
402827,Weidon,Pollacia,Senior Staff,9999-01-01,1996-02-27,1988-02-27
403010,Toshimitsu,Sluis,Senior Engineer,9999-01-01,1985-02-18,1985-02-18
403621,Deborah,Kaminger,Senior Staff,9999-01-01,1997-06-04,1988-06-04
403644,Krisda,Hainaut,Senior Staff,9999-01-01,2000-07-07,1995-07-08
403954,Jeanna,Bratten,Senior Engineer,9999-01-01,1997-07-26,1990-07-26
404018,Valery,Babb,Senior Engineer,9999-01-01,1998-10-19,1991-12-31
404236,Zengping,Kakkar,Senior Engineer,9999-01-01,1996-07-22,1988-07-22
404462,Anestis,Setlzner,Senior Engineer,9999-01-01,1991-07-13,1985-07-13
404573,Eberhardt,Spelt,Staff,9999-01-01,1997-07-05,1997-07-05
404755,Manu,Junet,Senior Staff,9999-01-01,1996-04-19,1991-04-20
404788,Basem,Beausoleil,Engineer,9999-01-01,1998-03-16,1988-11-28
405015,Morris,Fargier,Senior Staff,9999-01-01,1996-06-29,1988-06-29
405063,Yechezkel,Yurov,Senior Engineer,9999-01-01,1998-11-30,1997-10-29
406125,Georgi,Portugali,Technique Leader,9999-01-01,1987-09-27,1987-09-27
406239,Marek,Tomescu,Senior Engineer,9999-01-01,2002-05-15,1995-05-15
406564,Parviz,Picco,Engineer,9999-01-01,1995-04-16,1992-03-19
406714,Malu,Ossenbruggen,Senior Staff,9999-01-01,1994-11-21,1986-11-21
406847,Alexius,Crouzet,Staff,9999-01-01,1999-10-05,1998-02-21
407522,Tommaso,Raczkowsky,Staff,9999-01-01,1996-08-29,1996-08-29
407837,Fei,Erez,Senior Engineer,9999-01-01,1991-10-15,1986-10-15
408019,Shridhar,Chleq,Senior Engineer,9999-01-01,1996-03-21,1986-03-22
408114,Geoffrey,Ladret,Engineer,9999-01-01,1994-01-03,1992-01-22
408163,Irene,Sethi,Senior Engineer,9999-01-01,1996-09-06,1993-09-16
408417,Tsz,Daescu,Staff,9999-01-01,1994-01-29,1994-01-29
408437,Uno,Solares,Senior Staff,9999-01-01,1999-09-22,1994-09-22
408447,Mayuri,Werthner,Senior Staff,9999-01-01,1999-08-19,1990-08-19
408654,Yongqiao,Cochrane,Senior Staff,9999-01-01,1991-10-27,1986-10-27
408953,Jolita,Claffy,Senior Engineer,9999-01-01,1993-12-24,1987-01-16
409391,Willard,Verspoor,Engineer,9999-01-01,1999-02-28,1990-03-05
409798,Dekang,Tsunoo,Technique Leader,9999-01-01,1995-01-19,1995-01-19
409805,Frazer,Candan,Senior Engineer,9999-01-01,1999-03-05,1997-05-25
409898,Divier,Ishibashi,Senior Engineer,9999-01-01,1994-09-22,1989-09-22
410028,Xiadong,McClurg,Senior Staff,9999-01-01,1994-09-17,1985-09-17
410372,Duri,Mitina,Senior Engineer,9999-01-01,1995-03-04,1990-03-04
410433,Kazuhisa,Riesenhuber,Senior Engineer,9999-01-01,1992-10-06,1992-10-06
410616,Gudjon,Kalorkoti,Senior Engineer,9999-01-01,1999-04-14,1991-01-14
410804,Ronnie,Denos,Senior Engineer,9999-01-01,1997-06-08,1992-06-08
410881,Koichi,Grabner,Senior Engineer,9999-01-01,1990-04-24,1985-03-26
411070,Otmar,Brandsma,Senior Engineer,9999-01-01,1992-05-27,1987-05-28
411082,Martine,Cangellaris,Senior Engineer,9999-01-01,1998-04-28,1992-04-28
411143,Goncalo,Barbanera,Senior Staff,9999-01-01,1996-09-01,1990-05-14
412404,Mitsuyuki,Jeansoulin,Senior Engineer,9999-01-01,1999-10-28,1993-01-13
412757,Leen,Peak,Engineer,9999-01-01,1999-11-20,1999-05-22
413098,Hsiangchu,Taubenfeld,Senior Staff,9999-01-01,1999-04-17,1985-05-11
413205,Mototsugu,Prampolini,Senior Staff,9999-01-01,1988-06-12,1988-06-12
413666,Remco,Duclos,Senior Staff,9999-01-01,1996-04-18,1988-04-18
413729,Harjit,Ernst,Technique Leader,9999-01-01,1992-04-26,1992-04-26
413831,Mohamadou,Grabner,Senior Staff,9999-01-01,1998-11-25,1991-11-25
413832,Marco,Jahnichen,Senior Staff,9999-01-01,1995-03-28,1993-08-13
414027,Tadanori,Msuda,Senior Engineer,9999-01-01,1997-11-06,1988-11-06
414091,Wuxu,Kuhnemann,Engineer,9999-01-01,1997-08-19,1985-11-18
414543,Bernd,Anick,Senior Engineer,9999-01-01,1988-11-19,1985-09-25
414551,Elliott,Copas,Senior Engineer,9999-01-01,1999-09-13,1993-07-04
414662,Ipke,Schneeberger,Senior Engineer,9999-01-01,1994-09-20,1985-09-20
414714,Chinho,Delgrande,Senior Staff,9999-01-01,1996-11-07,1992-09-25
414814,Dayanand,Wielonsky,Staff,9999-01-01,1999-02-15,1998-06-22
414897,Juyoung,Willoner,Senior Staff,9999-01-01,1994-11-03,1989-11-03
415187,Juyoung,Peltason,Assistant Engineer,9999-01-01,1998-09-01,1985-08-04
415338,Shigeo,Emmart,Assistant Engineer,9999-01-01,1995-12-24,1995-05-12
415363,Conal,Shackell,Senior Staff,9999-01-01,1993-01-25,1986-01-25
415563,Mrinalini,Bierbaum,Senior Engineer,9999-01-01,1994-03-12,1986-03-12
416074,Alain,Lieberherr,Senior Engineer,9999-01-01,1996-05-10,1985-07-07
416383,Nectarios,Itschner,Senior Engineer,9999-01-01,1996-03-01,1990-03-02
416420,Adamantios,Heemskerk,Senior Staff,9999-01-01,1986-08-08,1986-08-08
416492,Kannan,Meriste,Senior Engineer,9999-01-01,1992-08-12,1986-01-12
416660,Nathalie,Luke,Senior Engineer,9999-01-01,1997-09-15,1987-02-11
416720,Tokuyasu,Xiaoshan,Senior Engineer,9999-01-01,1998-09-19,1991-05-13
416877,Gio,Orsini,Senior Staff,9999-01-01,1993-12-07,1988-12-07
416892,Shooichi,Vandervoorde,Engineer,9999-01-01,1996-08-16,1985-04-25
417435,Bouchung,Zaumen,Senior Staff,9999-01-01,1999-01-29,1992-05-28
418239,Josyula,Motley,Senior Engineer,9999-01-01,1992-09-05,1992-09-05
418247,Oscar,Oppitz,Senior Staff,9999-01-01,2001-06-29,1995-06-30
418298,Arvin,Pusterhofer,Senior Engineer,9999-01-01,2002-03-02,1995-03-02
418309,Danel,Petereit,Senior Engineer,9999-01-01,1994-02-21,1985-02-21
418380,Kazuhiko,Gornas,Senior Engineer,9999-01-01,1993-05-20,1992-04-04
418566,Kazuhide,Snedden,Senior Engineer,9999-01-01,1996-06-14,1996-06-14
418606,Michaela,Otillio,Engineer,9999-01-01,1994-01-05,1994-01-05
418717,Arunachalam,Magliocco,Senior Staff,9999-01-01,1992-12-22,1987-12-23
418860,Ymte,Dalton,Senior Staff,9999-01-01,1997-11-22,1992-11-22
419099,Heon,Broomell,Staff,9999-01-01,1998-05-06,1985-07-06
419953,Ung,Orlowski,Senior Staff,9999-01-01,1998-07-22,1986-05-24
420086,Susuma,Kitsuregawa,Senior Engineer,9999-01-01,1993-05-28,1985-05-28
420476,Mariangiola,Bolsens,Senior Staff,9999-01-01,1994-06-15,1985-06-15
420557,Mabhin,Eastman,Senior Staff,9999-01-01,1994-08-02,1989-08-02
420694,Frazer,Barbanera,Senior Staff,9999-01-01,1991-11-04,1986-11-04
420732,Willard,Morrin,Senior Staff,9999-01-01,2001-05-27,1985-02-15
420759,Raimond,Solovay,Staff,9999-01-01,1997-10-03,1996-02-13
420765,Shawna,Krider,Senior Staff,9999-01-01,1997-03-09,1990-03-09
420877,Khosrow,Erez,Senior Staff,9999-01-01,1996-02-11,1987-10-07
421022,Shigeaki,Butner,Senior Staff,9999-01-01,1996-07-13,1989-11-28
421033,Garnik,Randt,Senior Staff,9999-01-01,1994-12-23,1988-02-17
421074,Zhaofang,Falster,Senior Staff,9999-01-01,1999-06-29,1991-01-01
421312,Mariangiola,Bashian,Engineer,9999-01-01,1999-09-18,1993-12-25
421384,Renny,Bednarek,Senior Staff,9999-01-01,1995-06-01,1987-06-01
421755,Shichao,Thiria,Senior Engineer,9999-01-01,2001-01-10,1989-01-11
422146,Kenton,Miara,Engineer,9999-01-01,1999-05-14,1988-02-24
422783,Jagoda,Uhrig,Engineer,9999-01-01,1995-09-01,1991-11-04
423038,Takushi,Strehl,Senior Staff,9999-01-01,1988-10-04,1988-10-04
423204,Uma,Stranks,Senior Staff,9999-01-01,1996-09-12,1987-11-19
423208,Joydip,Krone,Engineer,9999-01-01,1995-02-08,1995-02-08
423214,Tsutomu,Tetzlaff,Senior Staff,9999-01-01,1993-09-23,1987-01-14
423327,Constantijn,Lichtman,Senior Staff,9999-01-01,2001-06-26,1986-07-02
423350,Heping,Monarch,Senior Staff,9999-01-01,1993-04-15,1988-04-15
423633,Mariusz,Tokunaga,Senior Engineer,9999-01-01,1985-02-11,1985-02-11
423993,Seshu,Kolvik,Technique Leader,9999-01-01,1988-12-09,1988-12-09
424569,Danco,Luff,Engineer,9999-01-01,1997-10-30,1986-06-13
424584,Kagan,Dredge,Senior Engineer,9999-01-01,2000-02-26,1994-02-26
424685,Changho,Veevers,Senior Staff,9999-01-01,1997-03-03,1997-03-03
424797,Theron,Itschner,Senior Staff,9999-01-01,1993-05-16,1985-05-16
424805,Jacqueline,Zallocco,Senior Staff,9999-01-01,1994-12-17,1987-12-17
424930,Xuejun,Reeker,Senior Staff,9999-01-01,1997-11-18,1988-11-18
424984,Vasilis,Waleschkowski,Engineer,9999-01-01,1996-05-26,1985-09-23
425437,Moni,Staudhammer,Engineer,9999-01-01,1999-03-23,1995-11-15
425535,Alagu,Vieri,Senior Staff,9999-01-01,1992-08-22,1986-08-23
425540,Paddy,Zumaque,Senior Staff,9999-01-01,1995-11-12,1990-07-07
425757,Yongdong,Jiang,Senior Staff,9999-01-01,1990-10-13,1989-01-13
425780,Paris,Range,Senior Staff,9999-01-01,1997-10-25,1989-10-25
425830,Guther,Conia,Engineer,9999-01-01,1999-02-13,1990-10-16
425875,Jahangir,Kroft,Senior Staff,9999-01-01,1995-06-11,1986-07-16
426153,Shahaf,Luce,Senior Staff,9999-01-01,1999-04-06,1985-03-15
426168,Kaijung,Mateescu,Senior Staff,9999-01-01,1992-11-17,1987-11-18
426228,Supot,Badache,Engineer,9999-01-01,1996-08-17,1993-09-07
426235,Danco,Rajala,Senior Staff,9999-01-01,1996-03-28,1989-07-11
426644,Zejun,Broomell,Senior Engineer,9999-01-01,2002-01-19,1989-01-15
426706,Karsten,Kawashima,Senior Engineer,9999-01-01,1999-03-15,1993-02-19
426795,Huican,Lunn,Senior Staff,9999-01-01,1991-07-23,1986-07-23
426818,Gaurav,Fendler,Senior Staff,9999-01-01,1997-02-14,1992-02-15
426819,Sandeepan,Kulisch,Engineer,9999-01-01,1997-05-16,1996-11-17
426824,Gopalakrishnan,Mawatari,Senior Staff,9999-01-01,1993-10-29,1988-10-29
426958,Weijing,Viele,Senior Engineer,9999-01-01,1993-10-03,1985-10-03
427313,Utpal,Kemmerer,Senior Staff,9999-01-01,1991-12-04,1986-12-04
427320,Mamdouh,Ramamoorthy,Senior Engineer,9999-01-01,2000-01-13,1999-02-07
427332,Feiyu,Hemaspaandra,Staff,9999-01-01,1995-06-04,1986-03-22
427571,Torsten,Ranta,Senior Engineer,9999-01-01,1996-12-10,1987-12-11
427776,Jaques,Navazio,Senior Staff,9999-01-01,1998-04-03,1985-11-22
427805,Haldun,Compeau,Senior Staff,9999-01-01,1997-10-15,1997-10-15
427823,Jaques,Gecsei,Staff,9999-01-01,1999-07-13,1999-06-08
427852,Adil,Kieras,Senior Engineer,9999-01-01,1992-07-20,1988-05-13
428082,Ronghao,Alpin,Senior Staff,9999-01-01,2000-09-10,1991-09-11
428160,Jamaludin,Kalorkoti,Senior Staff,9999-01-01,2001-07-14,1991-01-02
428195,Hatsukazu,Rosca,Senior Staff,9999-01-01,1991-10-13,1986-08-02
428219,Ghassan,Androutsos,Senior Staff,9999-01-01,1993-12-25,1985-10-13
428917,Theron,Billawala,Senior Engineer,9999-01-01,2001-02-16,1989-02-17
429087,Hugh,Senzako,Technique Leader,9999-01-01,1992-10-15,1987-08-08
429231,Kazuyasu,Schmiedel,Senior Staff,9999-01-01,1991-09-07,1985-09-07
429238,Mona,Luck,Senior Staff,9999-01-01,1989-05-11,1989-05-11
429249,Alassane,Wolniewicz,Senior Engineer,9999-01-01,1993-10-06,1986-10-06
429316,Seshu,Hiraishi,Senior Staff,9999-01-01,2001-08-10,1991-09-07
429381,Limsoon,Roohalamini,Senior Staff,9999-01-01,1992-11-25,1986-11-26
429481,Subhada,Emmerich,Engineer,9999-01-01,1996-03-06,1989-12-10
429520,Yongqiao,Francisci,Engineer,9999-01-01,1999-12-01,1996-08-20
429532,Bartek,Vendrig,Senior Staff,9999-01-01,1996-11-11,1991-11-12
429569,Fumiya,Chappelet,Engineer,9999-01-01,1999-09-04,1992-09-03
429703,Ung,Honglei,Senior Staff,9999-01-01,1993-09-02,1986-09-02
429899,Ranan,Marsiglia,Staff,9999-01-01,1999-08-13,1989-01-11
429954,Renny,Gladwell,Staff,9999-01-01,1999-02-27,1993-01-06
430054,Erzsebet,Setiz,Senior Engineer,9999-01-01,1998-06-10,1993-06-10
430558,Xiong,Roisin,Senior Engineer,9999-01-01,1995-03-02,1988-03-01
430593,Janalee,Lanzelotte,Senior Staff,9999-01-01,1997-12-01,1991-07-26
430631,Kersti,Marsiglia,Engineer,9999-01-01,1994-02-19,1987-02-23
430891,Khalil,Gien,Senior Engineer,9999-01-01,1991-08-06,1988-01-11
431576,Masamitsu,Back,Senior Staff,9999-01-01,1994-03-25,1987-03-25
431657,Visit,Thiran,Senior Engineer,9999-01-01,1991-11-14,1986-11-14
431882,Hideo,Varman,Engineer,9999-01-01,1997-06-19,1992-07-11
431887,Poorav,Ranst,Senior Engineer,9999-01-01,1996-06-01,1995-08-09
432031,Adamantios,Matzat,Senior Staff,9999-01-01,1993-02-28,1987-03-01
432034,Arfst,Uehara,Senior Staff,9999-01-01,1993-11-15,1993-11-15
432121,Alair,Straney,Senior Staff,9999-01-01,1992-11-14,1986-11-15
432257,Kwangjo,Hiltgen,Engineer,9999-01-01,1998-12-22,1985-03-15
432261,Arve,Bergere,Senior Engineer,9999-01-01,1994-07-28,1987-07-28
432399,Nitsan,Nollmann,Senior Engineer,9999-01-01,1996-09-09,1990-09-10
432523,Takahiro,Maquelin,Engineer,9999-01-01,1997-07-21,1990-03-08
432665,Flemming,Driscoll,Senior Engineer,9999-01-01,1999-06-28,1989-10-27
432787,Toshiko,Ibel,Senior Engineer,9999-01-01,1996-11-23,1995-04-20
432956,Qunsheng,Birrer,Senior Staff,9999-01-01,1994-05-13,1986-05-13
433059,Bojan,Montresor,Staff,9999-01-01,1995-02-04,1990-03-07
433157,Tomofumi,Serna,Staff,9999-01-01,1999-10-23,1993-11-03
433260,Make,Olivero,Engineer,9999-01-01,1998-06-01,1991-06-01
433438,Keiichiro,Miyakawa,Senior Staff,9999-01-01,2000-09-12,1993-02-12
434845,Takushi,Skogmar,Senior Staff,9999-01-01,1991-06-07,1985-06-07
434936,Sahrah,Rosis,Senior Engineer,9999-01-01,2000-06-23,1988-10-06
435042,Brigham,Borstler,Staff,9999-01-01,1995-10-09,1990-12-29
435060,Moie,Lieblein,Staff,9999-01-01,1996-07-12,1989-10-16
435181,Kazuhide,Fiutem,Senior Staff,9999-01-01,1998-05-10,1986-11-10
435289,Feixiong,Schurmann,Senior Staff,9999-01-01,1993-02-14,1987-02-15
435305,Berthier,Pramanik,Senior Staff,9999-01-01,1999-01-23,1993-01-23
435370,Conal,Basart,Senior Staff,9999-01-01,1991-05-17,1991-05-17
435588,Genta,Pepe,Senior Staff,9999-01-01,2002-04-12,1994-04-12
435602,Dietrich,Kranzdorf,Senior Staff,9999-01-01,2001-10-04,1991-05-10
435774,Olivera,Bharadwaj,Senior Staff,9999-01-01,2001-04-01,1992-04-01
435791,Hercules,Speer,Senior Engineer,9999-01-01,1999-03-07,1987-08-24
436558,Subir,Greibach,Senior Engineer,9999-01-01,1992-05-24,1992-05-24
436797,Ohad,Henders,Senior Staff,9999-01-01,1996-11-02,1990-11-03
436827,Wojceich,Limongiello,Senior Staff,9999-01-01,1988-03-10,1988-03-10
436915,Feixiong,Haraldson,Staff,9999-01-01,1998-10-11,1996-10-26
437276,Dines,DeMori,Senior Staff,9999-01-01,1994-12-07,1987-12-07
437369,Kazuhide,Biran,Senior Staff,9999-01-01,1995-01-25,1995-01-25
437395,Sumant,Thambidurai,Senior Staff,9999-01-01,2000-01-02,1985-08-09
437724,Erez,Luft,Staff,9999-01-01,1994-12-14,1992-03-19
437870,Kerhong,Lorho,Staff,9999-01-01,1995-06-18,1993-07-16
438038,Lena,Giaccio,Senior Staff,9999-01-01,1999-03-17,1991-11-26
438264,Rasikan,Barreiro,Senior Staff,9999-01-01,2000-09-26,1988-12-26
438557,Lidong,Swist,Engineer,9999-01-01,1999-09-16,1997-10-30
439377,Mari,Plessier,Senior Engineer,9999-01-01,1997-07-04,1997-07-04
439905,Kousuke,Levasseur,Senior Staff,9999-01-01,1996-03-15,1988-07-14
439924,Gunilla,Kisuki,Senior Staff,9999-01-01,2000-08-13,1990-07-21
440325,Douadi,Sullins,Senior Staff,9999-01-01,1999-09-25,1997-09-10
440435,Sandeepan,Rosti,Senior Engineer,9999-01-01,1991-11-26,1991-11-26
440450,Tzvetan,Scharstein,Senior Staff,9999-01-01,1999-06-16,1991-09-23
440642,Snehasis,Kalsbeek,Senior Staff,9999-01-01,1997-01-05,1988-01-06
440870,Filipp,Hasham,Senior Staff,9999-01-01,1999-07-11,1990-07-11
440937,Fabrizio,Usery,Senior Staff,9999-01-01,1999-10-14,1992-10-13
441197,Miquel,Legleitner,Senior Staff,9999-01-01,1993-06-28,1985-06-28
441536,Chinho,Collette,Senior Engineer,9999-01-01,1990-08-07,1990-08-07
441954,Leszek,Marchegay,Engineer,9999-01-01,1999-06-13,1995-05-18
441965,Claudi,Heijenga,Senior Staff,9999-01-01,1994-08-30,1988-02-10
442002,Ravishankar,Baig,Senior Staff,9999-01-01,2000-03-17,1992-03-17
442096,Martijn,DiGiano,Senior Engineer,9999-01-01,1990-06-15,1990-06-15
442312,Zengping,Cusworth,Senior Engineer,9999-01-01,1997-06-06,1991-06-07
442490,Navid,Luke,Engineer,9999-01-01,1994-10-17,1992-03-09
442653,Mona,Hebden,Engineer,9999-01-01,1995-10-20,1990-04-17
442700,Siddarth,Masada,Staff,9999-01-01,1997-08-11,1997-01-15
442898,Aksel,Gire,Engineer,9999-01-01,1999-06-27,1992-08-04
443108,Christfried,Atrawala,Senior Staff,9999-01-01,1990-07-13,1990-07-13
443485,Marke,Klerer,Senior Staff,9999-01-01,1990-04-14,1987-04-21
443841,Shaw,Kading,Senior Staff,9999-01-01,2000-07-16,1992-07-16
443873,Vatsa,Ramsay,Senior Staff,9999-01-01,2002-02-04,1994-02-04
444070,Heping,Skrikant,Senior Staff,9999-01-01,1999-11-27,1990-11-27
444099,Kousuke,Worfolk,Senior Staff,9999-01-01,1997-03-22,1988-03-22
444208,Irena,Cesareni,Senior Staff,9999-01-01,1985-10-30,1985-10-30
444465,Prasadram,Bultermann,Senior Engineer,9999-01-01,1997-08-29,1990-11-07
444487,Udi,Rullman,Senior Engineer,9999-01-01,1994-04-09,1994-04-09
444643,Berna,Schonegge,Staff,9999-01-01,1998-06-28,1997-01-25
445067,Eldridge,Kawashima,Senior Engineer,9999-01-01,1997-02-27,1990-02-27
445152,Heping,Peac,Senior Staff,9999-01-01,1992-03-20,1985-03-20
445226,Oscar,Baumann,Senior Engineer,9999-01-01,1996-01-22,1987-01-22
445570,Van,Nations,Technique Leader,9999-01-01,1986-08-11,1986-08-11
445723,Gaurav,Roison,Senior Staff,9999-01-01,1995-10-22,1986-10-22
445941,Masako,Dechter,Technique Leader,9999-01-01,1985-09-25,1985-09-25
445950,Ebru,Valtorta,Senior Engineer,9999-01-01,1997-12-09,1989-11-21
446121,Fay,Cochrane,Staff,9999-01-01,1999-12-13,1990-09-26
446306,Hercules,Kabayashi,Senior Engineer,9999-01-01,1991-06-10,1991-06-10
446424,DAIDA,Nooteboom,Senior Engineer,9999-01-01,1992-11-24,1985-11-24
446897,Takahiro,Dalton,Technique Leader,9999-01-01,1992-09-30,1985-09-01
446959,Aram,Passino,Senior Engineer,9999-01-01,1995-01-28,1994-08-08
447018,Dannz,Miara,Senior Engineer,9999-01-01,2000-12-04,1992-12-04
447135,Gennady,Rouquie,Senior Staff,9999-01-01,1989-08-24,1987-08-30
447232,Aleksander,Schaaf,Senior Staff,9999-01-01,2001-05-25,1987-02-07
447376,Kirk,Zongker,Staff,9999-01-01,1999-12-10,1987-12-03
447544,Stabislas,Kakkad,Senior Staff,9999-01-01,1989-02-19,1989-02-19
447613,Paris,Restivo,Senior Engineer,9999-01-01,1991-11-21,1986-11-21
447877,Make,Heuser,Senior Engineer,9999-01-01,1997-07-02,1988-07-02
447931,Martijn,Jeong,Senior Staff,9999-01-01,1999-12-14,1990-12-14
447966,Kamakshi,Hebert,Senior Engineer,9999-01-01,2002-01-17,1991-05-28
447982,Shiv,Baezner,Senior Engineer,9999-01-01,1996-12-16,1988-06-22
447999,Shiv,Vilarrasa,Senior Engineer,9999-01-01,1995-08-01,1990-08-01
448769,Mong,Dichev,Technique Leader,9999-01-01,1997-10-11,1992-09-11
448900,Mart,Talmor,Staff,9999-01-01,1999-05-11,1995-12-04
448918,Chiradeep,Arlazarov,Senior Engineer,9999-01-01,1998-10-06,1989-10-06
448994,Haldun,Syang,Staff,9999-01-01,1997-02-11,1986-01-27
449189,Jahangir,Bernatsky,Senior Staff,9999-01-01,1995-09-30,1989-09-06
449815,Fumitaka,Quittner,Senior Staff,9999-01-01,1993-04-20,1988-04-20
449984,Hinrich,Perin,Senior Engineer,9999-01-01,1993-11-20,1985-11-20
450184,Selwyn,Henseler,Senior Engineer,9999-01-01,1993-03-09,1992-06-14
450255,Udo,Waymire,Technique Leader,9999-01-01,1986-06-14,1986-06-14
450309,Gill,Orlowska,Technique Leader,9999-01-01,1986-12-25,1986-12-25
450475,Saeed,Bahl,Senior Staff,9999-01-01,1991-01-29,1991-01-29
450817,DAIDA,Frolund,Senior Engineer,9999-01-01,1996-07-16,1985-04-16
450888,Sedat,Rande,Senior Staff,9999-01-01,2001-03-24,1994-10-20
450934,Chanjung,Raoux,Senior Engineer,9999-01-01,1998-05-25,1986-06-10
450936,Yuriy,Ponthieu,Senior Staff,9999-01-01,1996-12-10,1991-12-11
451253,Jaihie,Ozeri,Senior Staff,9999-01-01,1997-06-20,1985-07-24
451272,Jacopo,Krohm,Senior Engineer,9999-01-01,1997-04-23,1987-11-13
451275,Bedrich,Isard,Senior Staff,9999-01-01,1986-06-07,1986-06-07
451333,Radhika,Bonifati,Senior Staff,9999-01-01,1995-03-11,1991-08-02
452137,Subir,Miake,Senior Engineer,9999-01-01,2002-07-11,1985-08-21
452206,Arra,Esposito,Staff,9999-01-01,1994-11-03,1993-07-08
452325,Taiji,Berstel,Senior Engineer,9999-01-01,2001-12-02,1989-06-12
452347,Shigeichiro,Brattka,Senior Staff,9999-01-01,2001-07-13,1995-06-14
452365,Fei,Gadepally,Engineer,9999-01-01,1997-11-13,1987-08-21
452956,Gou,Thombley,Senior Engineer,9999-01-01,1987-04-09,1987-04-09
452957,Alair,Nanard,Staff,9999-01-01,1996-02-10,1996-02-10
452982,Lobel,Aloia,Senior Staff,9999-01-01,1994-12-29,1994-12-29
453070,Aran,Rosenbaum,Senior Staff,9999-01-01,2000-04-24,1991-04-25
453154,Gao,Lally,Staff,9999-01-01,1996-03-01,1996-03-01
453644,Berni,Takkinen,Senior Staff,9999-01-01,1997-06-08,1992-06-08
453688,Chinya,Leslie,Engineer,9999-01-01,1995-10-28,1990-12-20
453723,Arne,Kohling,Senior Engineer,9999-01-01,1993-12-13,1985-12-13
453760,Ewing,Rajala,Senior Staff,9999-01-01,2001-06-21,1994-08-07
453790,Fai,Keirsey,Senior Engineer,9999-01-01,1999-10-12,1994-05-19
453913,Stein,Perng,Senior Staff,9999-01-01,1998-04-29,1993-04-29
454338,Mohammed,Georg,Engineer,9999-01-01,1998-08-03,1997-05-09
454378,Gina,Ossenbruggen,Technique Leader,9999-01-01,1998-01-03,1990-12-17
454736,Nechama,Ermel,Engineer,9999-01-01,1995-06-05,1990-05-10
454791,Xiaoqiu,Pietracaprina,Senior Engineer,9999-01-01,1994-07-09,1985-10-20
454825,Kamakshi,Schusler,Senior Engineer,9999-01-01,2001-05-24,1995-05-25
454994,Mohan,Picht,Senior Engineer,9999-01-01,2000-02-24,1986-08-21
